Key,Description,en,es
F/A-26B:fa26-opDesertCobra:mission7:obj_4:name,A mission objective name,VIP Target,Objetivo VIP
F/A-26B:fa26-opDesertCobra:mission7:obj_4:info,Mission objective info.,Find and destroy the high priority target.,Encuentra y destruye el objetivo de alta prioridad.
F/A-26B:fa26-opDesertCobra:mission7:obj_5:name,A mission objective name,RTB,VAB
F/A-26B:fa26-opDesertCobra:mission7:obj_5:info,Mission objective info.,Return to the carrier.,Vuelve al portaviones.
fa26-opDesertCobra:mission8_name,Name of a mission.,Decapitation,Decapitación
fa26-opDesertCobra:mission8_description,Description of a mission.,End the conflict for good by launching a heavy strike on the command center.,Termina el conflícto de una vez por todas lanzando un contundente ataque al centro de comandos.
F/A-26B:fa26-opDesertCobra:mission8:obj_0:name,A mission objective name,Rejoin,Reúnete
F/A-26B:fa26-opDesertCobra:mission8:obj_0:info,Mission objective info.,Rejoin with the wing leader.,Reúnete con el lider del ala.
F/A-26B:fa26-opDesertCobra:mission8:obj_1:name,A mission objective name,Follow,Sigue
F/A-26B:fa26-opDesertCobra:mission8:obj_1:info,Mission objective info.,Follow the wing leader and her commands on the way to the AO.,Sigue al lider del ala y sus órdenes de camino al AO
F/A-26B:fa26-opDesertCobra:mission8:obj_2:name,A mission objective name,Strike Supplies,Ataca los suministros
F/A-26B:fa26-opDesertCobra:mission8:obj_2:info,Mission objective info.,Destroy all supply depots in the base.,Destruye todos los depósitos de suministros de la base.
F/A-26B:fa26-opDesertCobra:mission8:obj_4:name,A mission objective name,Clear Defenses,Despeja defensas
F/A-26B:fa26-opDesertCobra:mission8:obj_4:info,Mission objective info.,Disable any remaining air defenses around the base.,Incapacita las defensas aéreas restantes alrededor de la base.
F/A-26B:fa26-opDesertCobra:mission8:obj_5:name,A mission objective name,Protect Transport,Proteje el transporte
F/A-26B:fa26-opDesertCobra:mission8:obj_5:info,Mission objective info.,Protect the transport and the team of soldiers it carries.,Proteje el transporte y al equipo de soldado que transporta.
F/A-26B:fa26-opDesertCobra:mission8:obj_6:name,A mission objective name,Take Off,Despega
F/A-26B:fa26-opDesertCobra:mission8:obj_6:info,Mission objective info.,Take off and wait for wingmen.,Despega y espera a tus compañeros.
F/A-26B:fa26-opDesertCobra:mission8:obj_7:name,A mission objective name,Destroy Tanks,Destruye blindados.
F/A-26B:fa26-opDesertCobra:mission8:obj_7:info,Mission objective info.,Destroy tanks threatening the raid team.,Destruye los blindados que amenazan al equípo asaltante.
F/A-26B:fa26-opDesertCobra:mission8:obj_9:name,A mission objective name,RTB,VAB
F/A-26B:fa26-opDesertCobra:mission8:obj_9:info,Mission objective info.,Return to the carrier.,Vuelve al portaviones
fa26-opDesertCobra_mission1_b0,Text from a mission briefing.,"You are stationed at our most remote airbase, closest to the enemy border.

The enemy seeks to destroy the airbase's supplies in order to prevent us from conducting airstrikes in this region.","Estás estacionado en nuestra base aérea más remota, la más cercana a la frontera enemiga.

El enemigo busca destruir los suministros de la base aérea para impedirnos llevar a cabo incursiones aéreas en esta región."
fa26-opDesertCobra_mission1_b1,Text from a mission briefing.,"Intel has revealed that the enemy has launched a multi-pronged effort to attack the airbase.

A small group of hostile self-propelled artillery have mobilized to get into firing range of our supply depots.","Inteligencia ha revelado que el enemigo ha lanzado un esfuerzo multifacético para atacar la base aérea.

Un pequeño grupo de artillería autopropulsada enemiga se ha movilizado para situarse a alcance de disparo de nuestros depósitos de suministros."
fa26-opDesertCobra_mission1_b2,Text from a mission briefing.,"While it will be necessary to destroy the artillery, we believe that the attack is aimed to distract us from a follow-up airstrike.

The type of attackers, their locations, and numbers are unknown at this time.","Si bien será necesario destruir la artillería, creemos que el ataque tiene como objetivo distraernos de una contraofensiva aérea de seguimiento.

El tipo de atacantes, sus ubicaciones y su número se desconocen por el momento."
fa26-opDesertCobra_mission1_b3,Text from a mission briefing.,"An E-4 AWACS will be deployed in order to aid in locating the airborne threats.

Due to our proximity to enemy territory, the AWACS will be vulnerable.  Please defend it if necessary.","Un E‑4 AWACS será desplegado para ayudar a localizar las amenazas aéreas.

Debido a nuestra proximidad al territorio enemigo, el AWACS es vulnerable. Defiéndelo si es necesario."
fa26-opDesertCobra_mission1_b4,Text from a mission briefing.,"SUMMARY:
Objective:
Defend airbase supply depots.

Known targets:
3x self-propelled artillery

Unknown targets:
Bombers and/or attack aircraft.","RESUMEN:
Objetivo:
Defender los depósitos de suministros de la base aérea.

Objetivos conocidos:
3x artillería autopropulsada

Objetivos desconocidos:
Bombarderos y/o aviones de ataque."
fa26-opDesertCobra_mission2_b0,Text from a mission briefing.,"Now's our chance to head back out and return the favor to the enemy.

They occupy two airbases -- one to the northeast, and one further due north.","Ahora es nuestra oportunidad de salir de nuevo y devolverles el favor al enemigo. 

Ocupan dos bases aéreas: una al noreste y otra más al norte."
fa26-opDesertCobra_mission2_b1,Text from a mission briefing.,"You must destroy the 4 supply depots at each base, for a total of 8 targets.

The enemy is most likely expecting us, so they probably beefed up air defenses as well as numerous aircraft on patrol.

Use the cover of darkness and terrain to mask your approach to the targets.","Debes destruir los 4 depósitos de suministros en cada base, un total de 8 objetivos.

Es probable que el enemigo nos esté esperando, por lo que han reforzado sus defensas aéreas y hay numerosas aeronaves en patrulla.

Utiliza la cobertura de la oscuridad y el terreno para enmascarar tu aproximación a los objetivos.
"
fa26-opDesertCobra_mission2_b2,Text from a mission briefing.,"We have gathered intel on the near exact locations of their supplies, which will be set as the objective waypoints.

How you want to attack is up to you.
I recommend to remain radar silent to avoid detection.","Hemos recopilado información sobre las ubicaciones casi exactas de sus suministros, que se establecerán como puntos de ruta objetivo.

Cómo quieras atacar depende de ti. Recomiendo permanecer en silencio de radar para evitar la detección."
fa26-opDesertCobra_mission2_b3,Text from a mission briefing.,"SUMMARY:
Objective: 
- Destroy the 8 supply depots at each base (4 each).

Threats:
- Numerous radar and IR SAM sites
- Hostile combat air patrol","RESUMEN:
Objetivo:

- Destruir los 8 depósitos de suministros en ambas bases (4 en cada una).

Amenazas:

- Numerosos emplazamientos de SAM con radar e IR
- Patrulla aérea de combate hostil"
fa26-opDesertCobra_mission3_b0,Text from a mission briefing.,"You've been transferred to the airbase near Gloom Lake.  

This lake lies on another border between our nation and the enemy's, and is where they conduct tests on naval vessels and aircraft.","Te han trasladado a la base aérea cerca del lago Gloom.

Este lago se encuentra en otra frontera entre nuestra nación y la del enemigo, y es donde llevan a cabo pruebas de buques navales y aeronaves."
fa26-opDesertCobra_mission3_b1,Text from a mission briefing.,"There have been an unusually high number of enemy drones harassing us recently.  They fly dangerously close to our base and force us to take defensive measures.  

We believe that they're attempting to distract us while they test new military technologies.","Ha habido un número inusualmente alto de drones enemigos que nos hostigan recientemente. Vuelan peligrosamente cerca de nuestra base y nos obligan a tomar medidas defensivas.

Creemos que intentan distraernos mientras prueban nuevas tecnologías militares."
fa26-opDesertCobra_mission3_b2,Text from a mission briefing.,"In order to put a damper on their research efforts, we're sending out a group of F/A-26Bs configured to sink their test ships.

Although this is a testing area, the enemy ships are fully functional and armed.","Para frenar sus esfuerzos de investigación, estamos enviando un grupo de F/A-26B configurados para hundir sus barcos de pruebas.

Aunque se trata de una zona de pruebas, los buques enemigos están plenamente operativos y armados."
fa26-opDesertCobra_mission3_b3,Text from a mission briefing.,"You and your wingmen are tasked to destroy enemy air defenses and patrol aircraft, to allow the strikers to perform the anti-shipping attack.

The strikers will be in the air waiting for you.  Join them and escort them along their attack path.","Tú y tus compañeros de ala tienen la misión de destruir las defensas aéreas enemigas y las aeronaves de patrulla, para permitir que los Strikers lleven a cabo el ataque antisuperficie. Los Strikers estarán en el aire esperándote. Reúnete con ellos y escoltadlos a lo largo de su ruta de ataque."
fa26-opDesertCobra_mission3_b4,Text from a mission briefing.,"When you reach the end of the attack path, the strikers will begin anti-shipping. Target radars to prevent them from defending against the attack.

Simultaneously, allied combat air patrol will be vectored to the area to help keep enemy aircraft away.","Cuando llegues al final de la ruta de ataque, los Strikers comenzarán el ataque antisuperficie. Apunta a los radares para impedir que se defiendan contra el ataque.

Al mismo tiempo, la patrulla aérea de combate aliada será dirigida a la zona para ayudar a mantener alejados a los aviones enemigos."
fa26-opDesertCobra_mission3_b5,Text from a mission briefing.,"SUMMARY:
Objective: Support strikers while they attack enemy ships.
- Suppress enemy air defenses
- Defend strikers from enemy air patrols

Primary Targets:
- Radars
- Aggressive Aircraft

Threats:
- Ships
- Aircraft
- SAMs
- AAA","RESUMEN:
Objetivo: Apoyar a los Strikers mientras atacan barcos enemigos.
-Suprimir defensas aéreas enemigas
-Defender a los Strikers de las patrullas aéreas enemigas

Objetivos principales:
-Radares
-Aeronaves hostiles agresivas

Amenazas:
-Buques
-Aeronaves
-SAM
-AAA"
fa26-opDesertCobra_mission4_b0,Text from a mission briefing.,"A couple of bombers are returning from a long range mission.  Their fuel reserves are low, so we're sending out a KC-49 tanker to provide air-to-air refuelling.

We are concerned that enemy aircraft will intercept the tanker, which is where you and your wingmen come in.","Un par de bombarderos están regresando de una misión de largo alcance. Sus reservas de combustible están bajas, así que estamos enviando un cisterna KC-49 para proporcionar reabastecimiento en vuelo. Nos preocupa que aviones enemigos intercepten al cisterna, ahí es donde entras tú y tus compañeros de ala."
fa26-opDesertCobra_mission4_b1,Text from a mission briefing.,"Fly with the tanker and keep it safe. Maintain active radar and RWR so you are aware of hostiles. 

AWACs will also be available to help spot incoming threats.",Vuela con el cisterna y protégelo. Mantén el radar activo y el RWR para detectar hostiles. También habrá un AWACS disponible para ayudar a detectar amenazas entrantes.
fa26-opDesertCobra_mission4_b2,Text from a mission briefing.,"SUMMARY
Objective: 
- Escort the tanker to the rendezvous.  
- Engage all hostile aircraft that approach.
- Mission complete when the tanker and bombers return to base.

Threats:
- Hostile aircraft","RESUMEN
Objetivo:
-Escoltar al cisterna hasta el punto de encuentro.
-Enfrentarse a todas las aeronaves hostiles que se acerquen.
-Misión completada cuando el cisterna y los bombarderos regresen a la base.

Amenazas:
-Aeronaves hostiles"
fa26-opDesertCobra_mission5_b0,Text from a mission briefing.,"It's time to send a naval strike group deep into enemy territory.  The aircraft carrier and its escorts will soon be ready to depart, but enemy forces are close.  

They will likely attempt to stop the carrier group before our mission can even begin.","Es hora de enviar un grupo de ataque naval en profundidad al territorio enemigo. El portaaviones y sus escoltas estarán listos pronto para zarpar, pero las fuerzas enemigas están cerca. Probablemente intentarán detener al grupo de portaaviones antes de que nuestra misión pueda siquiera comenzar."
fa26-opDesertCobra_mission5_b1,Text from a mission briefing.,"Your job is to protect the ships, onboard aircraft, and the naval base from the enemy attack.  Hostile aircraft and land vehicles are approaching.  

Once the coast is clear, you will land on the carrier and join on the offensive.","Tu misión es proteger los buques, las aeronaves a bordo y la base naval del ataque enemigo. Se acercan aeronaves hostiles y vehículos terrestres. Una vez despejada la zona, aterrizarás en el portaaviones y te unirás a la ofensiva."
fa26-opDesertCobra_mission5_b2,Text from a mission briefing.,"SUMMARY

Objective:
- Defend naval strike group and naval base

Threats:
- Fighter Aircraft
- Bombers
- Tanks
- Mobile Anti-Air","RESUMEN:
Objetivo:
-Defender el grupo de ataque naval y la base naval

Amenazas:
-Aviones de combate
-Bombarderos
-Tanques
-Sistemas antiaéreos móviles"
fa26-opDesertCobra_mission6_b0,Text from a mission briefing.,"The carrier group's first stop is a small northern island territory occupied by the enemy.

They have a few military bases here and use the island to stage their attacks on our western coast.","La primera parada del grupo de portaaviones es un pequeño territorio insular al norte, ocupado por el enemigo.

Tienen varias bases militares aquí y utilizan la isla para lanzar sus ataques contra nuestra costa occidental."
